─────────────────────────────── Lead Collector ────────────────────────────────
Segments to collect: 8
Target per segment:  300 leads
  [146] overpass     Rodenburg Makelaars
  [147] overpass     Allround Vastgoed
  [148] overpass     Mulderij
  [149] overpass     Hunink & Holtrigter Woning- en Bedrijfsmakelaars
  [150] overpass     uniek
  [151] overpass     Bouwhuis Groep
  [152] overpass     WBA
  [153] overpass     Ons Huis
  [154] overpass     Kruithof Makelaardij
  [155] overpass     Adero Makelaardij
  [156] overpass     Buurman
  [157] overpass     Van Laarhoven Makelaardij
  [158] overpass     Kiers Vastgoed
  [159] overpass     Reinerie garantiemakelaars Amersfoort
  [160] overpass     Rijnstaete Makelaardij
  [161] overpass     De Huizenbeurs
  [162] overpass     Perdijk
  [163] overpass     Gouwestad Makelaardij
  [164] overpass     Dupree Makelaars
  [165] overpass     De Pater Makelaardij
  [166] overpass     Grandia
  [167] overpass     Brix Makelaars
  [168] overpass     Emil NVM Makelaars
  [169] overpass     Meijs & Alink 49
  [170] overpass     De Bruyn en Tak
  [171] overpass     Mares Makelaars
  [172] overpass     De Wekker Makelaardij
  [173] overpass     Van der Togt Makelaardij
  [174] overpass     Van Paaschen
  [175] overpass     Interhouse
  [176] overpass     Van der Laan
  [177] overpass     Hello Housing
  [178] overpass     Langezaal
  [179] overpass     Agterdenbosch NVM Makelaars
  [180] overpass     C&D Makelaardij
  [181] overpass     Makelaardij WVK
  [182] overpass     Van Ekeren Kuiper
  [183] overpass     Sallandse Huizen
  [184] overpass     Woonstichting VechtHorst
  [185] overpass     Jeanette Visscher
  [186] overpass     Fleury Vastgoed
  [187] overpass     Jan Huisman Makelaardij
  [188] overpass     Cornerstone Vastgoed
  [189] overpass     Mooijekind Vleut
  [190] overpass     Bloemendal makelaardij
  [191] overpass     iQ Makelaars Vechtdal
  [192] overpass     Fokke
  [193] overpass     Blijhuis makelaardij
  [194] overpass     Wilburg makelaars
  [195] overpass     Your house
  [196] overpass     Makelaardij Stek
  [197] overpass     Röttgering Makelaars
  [198] overpass     De Ruyters Makelaardij
  [199] overpass     ARE Makelaars
  [200] overpass     Van Engelen Makelaars
  [201] overpass     JSR
  [202] overpass     Mooijekind-Vleut-Makelaars
  [203] overpass     PUUR* makelaars
  [204] overpass     Bos Makelaardij
  [205] overpass     Wouter Makelaardij
  [206] overpass     RE/MAX
  [207] overpass     Van Lieshout Kruize Makelaars
  [208] overpass     B2 Makelaars & Taxateurs
  [209] overpass     Fastgoed
  [210] overpass     De Huizenbemiddelaar Haaglanden
  [211] overpass     BaytiBayti
  [212] overpass     MOZA
  [213] overpass     Han
  [214] overpass     Kroon van Diest makelaars
  [215] overpass     Huizenstede Makelaars
  [216] overpass     Cirkel Makelaars
  [217] overpass     VK Makelaars & Taxateurs
  [218] overpass     Hugtenburg & De Vries
  [219] overpass     Casa Haarlem
  [220] overpass     Van Waalwijk Van Doorn
  [221] overpass     Schouwenhaghe Makelaarsgroep B.V.
  [222] overpass     Gravestate Makelaardij
  [223] overpass     Remmerswaal Makelaardij
  [224] overpass     Welp Makelaardij B.V.
  [225] overpass     Buise van Soest Makelaars
  [226] overpass     Peek & Pompe
  [227] overpass     Puur
  [228] overpass     Van Baal Makelaardij
  [229] overpass     Rijnland Makelaars
  [230] overpass     Spitman Makelaar Arnhem
  [231] overpass     88 Makelaars
  [232] overpass     PUUR Makelaars
  [233] overpass     Borgdorff
  [234] overpass     Korporaal & Bertels
  [235] overpass     Koch Real Estate
  [236] overpass     Easy Room
  [237] overpass     Albayrak
  [238] overpass     Willemsen
  [239] overpass     Haagsche Wooncentrale
  [240] overpass     Huren in Den Haag
  [241] overpass     Makelaarshuys Kuyk van Oldeniel
  [242] overpass     Yuvam Makelaardij
  [243] overpass     Zeker Makelaars
  [244] overpass     Woon in Nederland
  [245] overpass     AC Real Estate
  [246] overpass     Joma
  [247] overpass     Lek en Waard Wonen
  [248] overpass     KB Makelaardij
  [249] overpass     Meesterschap Lachman
  [250] overpass     Willemszhoff Vastgoed
  [251] overpass     Floriande Makelaars
  [252] overpass     PCW Housing
  [253] overpass     B&F Makelaar 2.0
  [254] overpass     Real Estate Partners
  [255] overpass     Rent Valley
  [256] overpass     Avenir Vastgoed
  [257] overpass     Remax City Makelaardij
  [258] overpass     E Janson Makelaardij
  [259] overpass     Tettero & Wetters
  [260] overpass     Anna's Makelaardij
  [261] overpass     Vesting Vastgoed
  [262] overpass     The Hague Real Estate Agents
  [263] overpass     JJB Vastgoed
  [264] overpass     HFH
  [265] overpass     NassauHuis
  [266] overpass     Mevrouw de Aankoopmakelaar
  [267] overpass     RM Wonen
  [268] overpass     Oosterhof Makelaars
  [269] overpass     De Vries Robbé
  [270] overpass     Steinmetz De Kort
  [271] overpass     HVM Vastgoed
  [272] overpass     NL Wonen
  [273] overpass     Roscam Makelaar
  [274] overpass     Haaglandia Vastgoed Beheer
  [275] overpass     Veluwe Chalet Makelaars
  [276] overpass     Basis Bedrijfshuisvesting
  [277] overpass     Olsthoorn Makelaars
  [278] overpass     Lex Van Leeuwen Makelaars
  [279] overpass     Heikens-de Kort makelaardij
  [280] overpass     Van de Wiel Makelaardij
  [281] overpass     Hoksbergen
  [282] overpass     Deltawonen
  [283] overpass     Jip
  [284] overpass     Mevrouw Vastgoed
  [285] overpass     VSO Makelaars
  [286] overpass     Haag Wonen
  [287] overpass     Woonconcept
  [288] overpass     Van Ditshuizen
  [289] overpass     Hup & Fidom
  [290] overpass     Boelens Jorritsma Meppel
  [291] overpass     Roozeboom
  [292] overpass     Keijser & Drieman
  [293] overpass     ERA Hoofddorp
  [294] overpass     Bouka Makelaars
  [295] overpass     DTZ Zadelhoff
  [296] overpass     Schenk Makelaars
  [297] overpass     Makelaarshuijs Eikelenboom
  [298] overpass     Hoekstra en van Eck
  [299] overpass     Koophuis makelaars Nieuw-Vennep
  [300] overpass     Heemborgh Makelaars Nieuw-Vennep

  Discovered 300 companies
  Finding LinkedIn URLs (this takes ~21 min)…
    – Vlieg                                          
    – Dupree Makelaar                                
    – Peter Deen                                     
    – Makelaardij van den Berg                       
    – Mooijekind Vleut Makelaars Haarlem             
    – Michiel van Maanen                             
    – Oosting                                        
    – Hup en Fidom                                   
    – Van't Hof Rijnland                             
    – Gerro de Boer Makelaardij & Taxaties B.V.      
    – Makelaardij Sneek                              
    – Van Pas Makelaars                              
    – Appel & Fris Makelaars                         
    – Van Regteren                                   
    – LAM Makelaars                                  
    – Noordstad Groep                                
    – Post Makelaardij                               
    – Van Scherpenzeel                               
    – Randmeer Makelaars                             
    – Makelaar Van Ek Garantiemakelaars BV           
    – Makelaardij aefect                             
    ✓ De Hypotheekshop                               
https://www.linkedin.com/company/de-hypotheekshop/
    – Zuurbier Makelaardij                           
    – Reinerie                                       
    – At Home in Utrecht                             
    – van Leeuwen Makelaardij                        
    – John Driessens Makelaardij                     
    ✓ Noordam                                        
https://www.linkedin.com/company/noordam/
    – Succesmakkelaars                               
    – Melior                                         
    – Fris Wonen                                     
    – Tel Krop Makelaars                             
    – Bronsvoord                                     
    – A7 makelaars                                   
    – Makelaardij Hoekstra                           
    ✓ JIP makelaars                                  
https://www.linkedin.com/company/jip-makelaars/
    – Peelrand Makelaardij                           
    – Heren van Snoek                                
    – Hettema Adema                                  
    – Jonkers Vastgoed                               
    – Admono Makelaars                               
    – Maxx Vastgoed                                  
    – Uw VBO Makelaar                                
    – Van Riezen                                     
    – Huis van Verhuur                               
    – Ten Brinke                                     
    – Van Wonen                                      
    – Deltawonen woningstichting                     
    ✓ Muller                                         
https://www.linkedin.com/company/muller/
    – Van Amerom Makelaardij                         
    – Woonfabriek                                    
    – Margadant                                      
    – Lenferink Groep                                
    – Boekenrode                                     
    – Edwin van Vilsteren makelaardij                
    – De Graaf van Vilsteren                         
    – Bij Barbel                                     
    – Ten Hag Makelaars                              
    – Van der Hoek Makelaardij                       
    – Van Der Linden Makelaardij                     
    – Boertjes Horst                                 
    – Posthuis                                       
    – Veltkamp & Stam Admono Makelaars               
    – Salland Makelaardij                            
    – Makelaardij Bosch                              
    – Hypotheekadvies Wolvega                        
    – De Woudenhof                                   
    – Isaak Makelaardij                              
    – Ooms                                           
    – Dekkers de Groot                               
    – Wolters Housing                                
    – Reichman & Rommelaar                           
    – Estatum                                        
    – De Hypotheekshop / Van Dullink                 
    ✓ Immobilia                                      
https://www.linkedin.com/company/immobilia/
    – van Dullink                                    
    – Fundament                                      
    – 3B Makelaardij                                 
    – Makelaardij Mouthaan                           
    – Programmabureau Rijswijk Buiten                
    – Morris                                         
    – Van Gulden Makelaardij                         
    – Van Leerdam                                    
    – Van Daal makelaardij                           
    – Roepman Makelaardij                            
    – Oviron                                         
    – Lammers                                        
    – Holland Huis                                   
    – Rebel                                          
